drug,drug_id,drug_actif,class_medi,category
metformin,D04966,metformin,Antidiabetic Agents,Blood Glucose Regulators
metformin hydrochloride,D00944,metformin,Antidiabetic Agents,Blood Glucose Regulators
colesevelam,D07743,colesevelam,Antidiabetic Agents,Blood Glucose Regulators
colesevelam hydrochloride,D03582,colesevelam,Antidiabetic Agents,Blood Glucose Regulators
alogliptin benzoate,D06553,alogliptin,Antidiabetic Agents,Blood Glucose Regulators
linagliptin,D09566,linagliptin,Antidiabetic Agents,Blood Glucose Regulators
saxagliptin,D08996,saxagliptin,Antidiabetic Agents,Blood Glucose Regulators
saxagliptin hydrate,D09753,saxagliptin,Antidiabetic Agents,Blood Glucose Regulators
saxagliptin hydrochloride,D10262,saxagliptin,Antidiabetic Agents,Blood Glucose Regulators
sitagliptin,D08516,sitagliptin,Antidiabetic Agents,Blood Glucose Regulators
sitagliptin phosphate,D06645,sitagliptin,Antidiabetic Agents,Blood Glucose Regulators
bromocriptine,D03165,bromocriptine,Antidiabetic Agents,Blood Glucose Regulators
bromocriptine mesylate,D00780,bromocriptine,Antidiabetic Agents,Blood Glucose Regulators
exenatide,D04121,exenatide,Antidiabetic Agents,Blood Glucose Regulators
liraglutide,D06404,liraglutide,Antidiabetic Agents,Blood Glucose Regulators
nateglinide,D01111,nateglinide,Antidiabetic Agents,Blood Glucose Regulators
repaglinide,D00594,repaglinide,Antidiabetic Agents,Blood Glucose Regulators
canagliflozin,D09592,canagliflozin,Antidiabetic Agents,Blood Glucose Regulators
chlorpropamide,D00271,chlorpropamide,Antidiabetic Agents,Blood Glucose Regulators
glimepiride,D00593,glimepiride,Antidiabetic Agents,Blood Glucose Regulators
glipizide,D00335,glipizide,Antidiabetic Agents,Blood Glucose Regulators
glyburide,D00336,glyburide,Antidiabetic Agents,Blood Glucose Regulators
tolazamide,D00379,tolazamide,Antidiabetic Agents,Blood Glucose Regulators
tolbutamide,D00380,tolbutamide,Antidiabetic Agents,Blood Glucose Regulators
"tolbutamide sodium, sterile",D06177,tolbutamide,Antidiabetic Agents,Blood Glucose Regulators
pioglitazone,D08378,pioglitazone,Antidiabetic Agents,Blood Glucose Regulators
pioglitazone hydrochloride,D00945,pioglitazone,Antidiabetic Agents,Blood Glucose Regulators
rosiglitazone,D08491,rosiglitazone,Antidiabetic Agents,Blood Glucose Regulators
rosiglitazone maleate,D00596,rosiglitazone,Antidiabetic Agents,Blood Glucose Regulators
diazoxide,D00294,diazoxide,Glycemic Agents,Blood Glucose Regulators
glucagon,D00116,glucagon,Glycemic Agents,Blood Glucose Regulators
glucagon hydrochloride,D02118,glucagon,Glycemic Agents,Blood Glucose Regulators
insulin aspart,D04475,insulin aspart,Insulins,Blood Glucose Regulators
insulin glulisine,D04540,insulin glulisine,Insulins,Blood Glucose Regulators
insulin lispro,D04477,insulin lispro,Insulins,Blood Glucose Regulators
insulin human,D03230,insulin human (regular),Insulins,Blood Glucose Regulators
"insulin human, isophane",D04541,isophane insulin (human),Insulins,Blood Glucose Regulators
"insulin, isophane",D04547,isophane insulin (human),Insulins,Blood Glucose Regulators
insulin detemir,D04539,insulin detemir,Insulins,Blood Glucose Regulators
insulin glargine,D03250,insulin glargine,Insulins,Blood Glucose Regulators
dabigatran,D09707,dabigatran,Anticoagulants,Blood Products/Modifiers/Volume Expanders
dabigatran etexilate,D07144,dabigatran,Anticoagulants,Blood Products/Modifiers/Volume Expanders
dabigatran etexilate mesylate,D07082,dabigatran,Anticoagulants,Blood Products/Modifiers/Volume Expanders
apixaban,D03213,apixaban,Anticoagulants,Blood Products/Modifiers/Volume Expanders
rivaroxaban,D07086,rivaroxaban,Anticoagulants,Blood Products/Modifiers/Volume Expanders
fondaparinux sodium,D01844,fondaparinux,Anticoagulants,Blood Products/Modifiers/Volume Expanders
dalteparin sodium,D03353,dalteparin,Anticoagulants,Blood Products/Modifiers/Volume Expanders
enoxaparin sodium,D03674,enoxaparin,Anticoagulants,Blood Products/Modifiers/Volume Expanders
warfarin,D08682,warfarin,Anticoagulants,Blood Products/Modifiers/Volume Expanders
warfarin sodium,D00564,warfarin,Anticoagulants,Blood Products/Modifiers/Volume Expanders
warfarin potassium,D01280,warfarin,Anticoagulants,Blood Products/Modifiers/Volume Expanders
filgrastim,D03235,filgrastim,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
pegfilgrastim,D06889,pegfilgrastim,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
sargramostim,D05803,sargramostim,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
darbepoetin alfa,D03651,darbepoetin alfa,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
epoetin alfa,D03231,epoetin alfa,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
anagrelide,D07455,anagrelide,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
anagrelide hydrochloride,D02933,anagrelide,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
anagrelide hydrochloride hydrate,D10255,anagrelide,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
eltrombopag olamine,D03978,eltrombopag olamine,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
romiplostim,D08990,romiplostim,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
plerixafor,D08971,plerixafor,Blood Formation Modifiers,Blood Products/Modifiers/Volume Expanders
tranexamic acid,D01136,tranexamic acid,Coagulants,Blood Products/Modifiers/Volume Expanders
clopidogrel,D07729,clopidogrel,Platelet Modifying Agents,Blood Products/Modifiers/Volume Expanders
clopidogrel bisulfate,D00769,clopidogrel,Platelet Modifying Agents,Blood Products/Modifiers/Volume Expanders
prasugrel hydrochloride,D05597,prasugrel,Platelet Modifying Agents,Blood Products/Modifiers/Volume Expanders
ticlopidine,D08594,ticlopidine,Platelet Modifying Agents,Blood Products/Modifiers/Volume Expanders
ticlopidine hydrochloride,D01028,ticlopidine,Platelet Modifying Agents,Blood Products/Modifiers/Volume Expanders
ticagrelor,D09017,ticagrelor,Platelet Modifying Agents,Blood Products/Modifiers/Volume Expanders
dipyridamole,D00302,dipyridamole,Platelet Modifying Agents,Blood Products/Modifiers/Volume Expanders
cilostazol,D01896,cilostazol,Platelet Modifying Agents,Blood Products/Modifiers/Volume Expanders
clonidine,D00281,clonidine,Alpha-adrenergic Agonists,Cardiovascular Agents
clonidine hydrochloride,D00604,clonidine,Alpha-adrenergic Agonists,Cardiovascular Agents
guanfacine,D08031,guanfacine,Alpha-adrenergic Agonists,Cardiovascular Agents
guanfacine hydrochloride,D00606,guanfacine,Alpha-adrenergic Agonists,Cardiovascular Agents
methyldopa,D08205,methyldopa,Alpha-adrenergic Agonists,Cardiovascular Agents
methyldopa,D00405,methyldopa,Alpha-adrenergic Agonists,Cardiovascular Agents
methyldopate hydrochloride,D04997,methyldopate,Alpha-adrenergic Agonists,Cardiovascular Agents
midodrine,D08220,midodrine,Alpha-adrenergic Agonists,Cardiovascular Agents
midodrine hydrochloride,D01307,midodrine,Alpha-adrenergic Agonists,Cardiovascular Agents
phenylephrine,D08365,phenylephrine,Alpha-adrenergic Agonists,Cardiovascular Agents
phenylephrine hydrochloride,D00511,phenylephrine,Alpha-adrenergic Agonists,Cardiovascular Agents
phenylephrine tartrate,D08366,phenylephrine,Alpha-adrenergic Agonists,Cardiovascular Agents
phenylephrine bitartrate,D08966,phenylephrine,Alpha-adrenergic Agonists,Cardiovascular Agents
doxazosin,D07874,doxazosin,Alpha-adrenergic Blocking Agents,Cardiovascular Agents
doxazosin mesylate,D00608,doxazosin,Alpha-adrenergic Blocking Agents,Cardiovascular Agents
phenoxybenzamine,D08358,phenoxybenzamine,Alpha-adrenergic Blocking Agents,Cardiovascular Agents
phenoxybenzamine hydrochloride,D00507,phenoxybenzamine,Alpha-adrenergic Blocking Agents,Cardiovascular Agents
prazosin,D08411,prazosin,Alpha-adrenergic Blocking Agents,Cardiovascular Agents
prazosin hydrochloride,D00609,prazosin,Alpha-adrenergic Blocking Agents,Cardiovascular Agents
terazosin,D08569,terazosin,Alpha-adrenergic Blocking Agents,Cardiovascular Agents
terazosin hydrochloride,D00610,terazosin,Alpha-adrenergic Blocking Agents,Cardiovascular Agents
benazepril,D07499,benazepril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
benazepril hydrochloride,D00620,benazepril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
captopril,D00251,captopril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
enalapril,D07892,enalapril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
enalapril maleate,D00621,enalapril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
fosinopril,D07992,fosinopril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
fosinopril sodium,D00622,fosinopril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
lisinopril,D08131,lisinopril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
lisinopril,D00362,lisinopril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
moexipril,D08225,moexipril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
moexipril hydrochloride,D00623,moexipril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
perindopril,D03753,perindopril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
perindopril erbumine,D00624,perindopril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
quinapril,D03752,quinapril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
quinapril hydrochloride,D00459,quinapril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
ramipril,D00421,ramipril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
trandolapril,D00383,trandolapril,Angiotensin-converting Enzyme (ACE) Inhibitors,Cardiovascular Agents
azilsartan,D08864,azilsartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
azilsartan medoxomil,D08067,azilsartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
azilsartan kamedoxomil,D08865,azilsartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
candesartan,D00522,candesartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
candesartan cilexetil,D00626,candesartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
eprosartan,D04040,eprosartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
eprosartan mesylate,D02082,eprosartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
irbesartan,D00523,irbesartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
losartan,D08146,losartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
losartan potassium,D00357,losartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
olmesartan,D05246,olmesartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
olmesartan medoxomil,D01204,olmesartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
telmisartan,D00627,telmisartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
valsartan,D00400,valsartan,Angiotensin II Receptor Antagonists,Cardiovascular Agents
amiodarone,D02910,amiodarone,Antiarrhythmics,Cardiovascular Agents
amiodarone hydrochloride,D00636,amiodarone,Antiarrhythmics,Cardiovascular Agents
disopyramide,D00303,disopyramide,Antiarrhythmics,Cardiovascular Agents
disopyramide phosphate,D00637,disopyramide,Antiarrhythmics,Cardiovascular Agents
dofetilide,D00647,dofetilide,Antiarrhythmics,Cardiovascular Agents
dronedarone,D02537,dronedarone,Antiarrhythmics,Cardiovascular Agents
dronedarone hydrochloride,D03914,dronedarone,Antiarrhythmics,Cardiovascular Agents
flecainide,D07962,flecainide,Antiarrhythmics,Cardiovascular Agents
flecainide acetate,D00638,flecainide,Antiarrhythmics,Cardiovascular Agents
mexiletine,D08215,mexiletine,Antiarrhythmics,Cardiovascular Agents
mexiletine hydrochloride,D00639,mexiletine,Antiarrhythmics,Cardiovascular Agents
procainamide,D08421,procainamide,Antiarrhythmics,Cardiovascular Agents
procainamide hydrochloride,D00477,procainamide,Antiarrhythmics,Cardiovascular Agents
propafenone,D08435,propafenone,Antiarrhythmics,Cardiovascular Agents
propafenone hydrochloride,D00640,propafenone,Antiarrhythmics,Cardiovascular Agents
quinidine,D08458,quinidine,Antiarrhythmics,Cardiovascular Agents
quinidine gluconate,D00642,quinidine,Antiarrhythmics,Cardiovascular Agents
quinidine polygalacturonate,D00643,quinidine,Antiarrhythmics,Cardiovascular Agents
quinidine sulfate,D02272,quinidine,Antiarrhythmics,Cardiovascular Agents
quinidine phenylethylbarbiturate,D08459,quinidine,Antiarrhythmics,Cardiovascular Agents
sotalol,D08525,sotalol,Antiarrhythmics,Cardiovascular Agents
sotalol hydrochloride,D01026,sotalol,Antiarrhythmics,Cardiovascular Agents
acebutolol,D02338,acebutolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
acebutolol hydrochloride,D00597,acebutolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
atenolol,D00235,atenolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
betaxolol,D07526,betaxolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
betaxolol hydrochloride,D00598,betaxolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
bisoprolol,D02342,bisoprolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
bisoprolol fumarate,D00634,bisoprolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
carvedilol,D00255,carvedilol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
carvedilol phosphate,D03415,carvedilol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
labetalol,D08106,labetalol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
labetalol hydrochloride,D00600,labetalol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
metoprolol,D02358,metoprolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
metoprolol tartrate,D00601,metoprolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
metoprolol succinate,D00635,metoprolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
metoprolol fumarate,D05011,metoprolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
nadolol,D00432,nadolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
nebivolol,D05127,nebivolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
nebivolol hydrochloride,D06622,nebivolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
penbutolol,D08074,penbutolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
penbutolol sulfate,D00602,penbutolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
pindolol,D00513,pindolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
propranolol,D08443,propranolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
propranolol hydrochloride,D00483,propranolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
timolol,D08600,timolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
timolol,D00378,timolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
timolol maleate,D00603,timolol,Beta-adrenergic Blocking Agents,Cardiovascular Agents
amlodipine,D07450,amlodipine,Calcium Channel Blocking Agents,Cardiovascular Agents
amlodipine besylate,D00615,amlodipine,Calcium Channel Blocking Agents,Cardiovascular Agents
amlodipine maleate,D02914,amlodipine,Calcium Channel Blocking Agents,Cardiovascular Agents
felodipine,D00319,felodipine,Calcium Channel Blocking Agents,Cardiovascular Agents
isradipine,D00349,isradipine,Calcium Channel Blocking Agents,Cardiovascular Agents
nicardipine,D08270,nicardipine,Calcium Channel Blocking Agents,Cardiovascular Agents
nicardipine hydrochloride,D00617,nicardipine,Calcium Channel Blocking Agents,Cardiovascular Agents
nifedipine,D00437,nifedipine,Calcium Channel Blocking Agents,Cardiovascular Agents
nimodipine,D00438,nimodipine,Calcium Channel Blocking Agents,Cardiovascular Agents
nisoldipine,D00618,nisoldipine,Calcium Channel Blocking Agents,Cardiovascular Agents
diltiazem,D07845,diltiazem,Calcium Channel Blocking Agents,Cardiovascular Agents
diltiazem hydrochloride,D00616,diltiazem,Calcium Channel Blocking Agents,Cardiovascular Agents
diltiazem malate,D03830,diltiazem,Calcium Channel Blocking Agents,Cardiovascular Agents
verapamil,D02356,verapamil,Calcium Channel Blocking Agents,Cardiovascular Agents
verapamil hydrochloride,D00619,verapamil,Calcium Channel Blocking Agents,Cardiovascular Agents
acetazolamide,D00218,acetazolamide,"Diuretics, Carbonic Anhydrase Inhibitors",Cardiovascular Agents
acetazolamide sodium,D01196,acetazolamide,"Diuretics, Carbonic Anhydrase Inhibitors",Cardiovascular Agents
methazolamide,D00655,methazolamide,"Diuretics, Carbonic Anhydrase Inhibitors",Cardiovascular Agents
bumetanide,D00247,bumetanide,"Diuretics, Loop",Cardiovascular Agents
ethacrynic acid,D00313,ethacrynate/ethacrynic acid,"Diuretics, Loop",Cardiovascular Agents
ethacrynate sodium,D04079,ethacrynate/ethacrynic acid,"Diuretics, Loop",Cardiovascular Agents
furosemide,D00331,furosemide,"Diuretics, Loop",Cardiovascular Agents
sodium furosemide,D07999,furosemide,"Diuretics, Loop",Cardiovascular Agents
furosemide diolamine,D08001,furosemide,"Diuretics, Loop",Cardiovascular Agents
torsemide,D00382,torsemide,"Diuretics, Loop",Cardiovascular Agents
amiloride,D07447,amiloride,"Diuretics, Potassium-sparing",Cardiovascular Agents
amiloride hydrochloride,D00649,amiloride,"Diuretics, Potassium-sparing",Cardiovascular Agents
eplerenone,D01115,eplerenone,"Diuretics, Potassium-sparing",Cardiovascular Agents
spironolactone,D00443,spironolactone,"Diuretics, Potassium-sparing",Cardiovascular Agents
triamterene,D00386,triamterene,"Diuretics, Potassium-sparing",Cardiovascular Agents
bendroflumethiazide,D00650,bendroflumethiazide,"Diuretics, Thiazide",Cardiovascular Agents
chlorothiazide,D00519,chlorothiazide,"Diuretics, Thiazide",Cardiovascular Agents
chlorothiazide sodium,D03471,chlorothiazide,"Diuretics, Thiazide",Cardiovascular Agents
chlorthalidone,D00272,chlorthalidone,"Diuretics, Thiazide",Cardiovascular Agents
hydrochlorothiazide,D00340,hydrochlorothiazide,"Diuretics, Thiazide",Cardiovascular Agents
indapamide,D00345,indapamide,"Diuretics, Thiazide",Cardiovascular Agents
indapamide hydrate,D06401,indapamide,"Diuretics, Thiazide",Cardiovascular Agents
methyclothiazide,D00656,methyclothiazide,"Diuretics, Thiazide",Cardiovascular Agents
metolazone,D00431,metolazone,"Diuretics, Thiazide",Cardiovascular Agents
choline fenofibrate,D08890,choline fenofibrate,"Dyslipidemics, Fibric Acid Derivatives",Cardiovascular Agents
fenofibrate,D00565,fenofibrate/fenofibric acid,"Dyslipidemics, Fibric Acid Derivatives",Cardiovascular Agents
gemfibrozil,D00334,gemfibrozil,"Dyslipidemics, Fibric Acid Derivatives",Cardiovascular Agents
atorvastatin,D07474,atorvastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
atorvastatin calcium anhydorous,D00887,atorvastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
atorvastatin calcium,D02258,atorvastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
fluvastatin,D07983,fluvastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
fluvastatin sodium,D00892,fluvastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
lovastatin,D00359,lovastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
pitavastatin calcium,D01862,pitavastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
pitavastatin calcium hydrate,D10568,pitavastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
pravastatin,D08410,pravastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
pravastatin sodium,D00893,pravastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
rosuvastatin,D08492,rosuvastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
rosuvastatin calcium,D01915,rosuvastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
simvastatin,D00434,simvastatin,"Dyslipidemics, HMG CoA Reductase Inhibitors",Cardiovascular Agents
cholestyramine resin,D02690,cholestyramine,"Dyslipidemics, Other",Cardiovascular Agents
colesevelam,D07743,colesevelam,"Dyslipidemics, Other",Cardiovascular Agents
colesevelam hydrochloride,D03582,colesevelam,"Dyslipidemics, Other",Cardiovascular Agents
colestipol,D07771,colestipol,"Dyslipidemics, Other",Cardiovascular Agents
colestipol hydrochloride,D02113,colestipol,"Dyslipidemics, Other",Cardiovascular Agents
ezetimibe,D01966,ezetimibe,"Dyslipidemics, Other",Cardiovascular Agents
icosapent ethyl,D01892,icosapent ethyl,"Dyslipidemics, Other",Cardiovascular Agents
lomitapide,D09637,lomitapide,"Dyslipidemics, Other",Cardiovascular Agents
lomitapide mesylate,D09638,lomitapide,"Dyslipidemics, Other",Cardiovascular Agents
mipomersen sodium,D08946,mipomersen,"Dyslipidemics, Other",Cardiovascular Agents
niacin,D00049,niacin,"Dyslipidemics, Other",Cardiovascular Agents
omega-3-acid ethyl esters,D05255,omega-3-acid ethyl esters,"Dyslipidemics, Other",Cardiovascular Agents
hydralazine,D08044,hydralazine,"Vasodilators, Direct-acting Arterial",Cardiovascular Agents
hydralazine hydrochloride,D01302,hydralazine,"Vasodilators, Direct-acting Arterial",Cardiovascular Agents
hydralazine polistirex,D04458,hydralazine,"Vasodilators, Direct-acting Arterial",Cardiovascular Agents
minoxidil,D00418,minoxidil,"Vasodilators, Direct-acting Arterial",Cardiovascular Agents
isosorbide dinitrate,D00516,isosorbide dinitrate,"Vasodilators, Direct-acting Arterial/Venous",Cardiovascular Agents
isosorbide mononitrate,D00630,isosorbide mononitrate,"Vasodilators, Direct-acting Arterial/Venous",Cardiovascular Agents
nitroglycerin,D00515,nitroglycerin,"Vasodilators, Direct-acting Arterial/Venous",Cardiovascular Agents
aliskiren,D03208,aliskiren,"Cardiovascular Agents, Other",Cardiovascular Agents
aliskiren fumarate,D06412,aliskiren,"Cardiovascular Agents, Other",Cardiovascular Agents
digoxin,D00298,digoxin,"Cardiovascular Agents, Other",Cardiovascular Agents
pentoxifylline,D00501,pentoxifylline,"Cardiovascular Agents, Other",Cardiovascular Agents
ranolazine,D05700,ranolazine,"Cardiovascular Agents, Other",Cardiovascular Agents
ranolazine hydrochloride,D05701,ranolazine,"Cardiovascular Agents, Other",Cardiovascular Agents
dextroamphetamine,D03740,dextroamphetamine,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Central Nervous System Agents
dextroamphetamine sulfate,D02078,dextroamphetamine,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Central Nervous System Agents
lisdexamfetamine,D08130,lisdexamfetamine,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Central Nervous System Agents
lisdexamfetamine dimesylate,D04747,lisdexamfetamine,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Central Nervous System Agents
metamfetamine,D08187,methamphetamine,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Central Nervous System Agents
methamphetamine hydrochloride,D02242,methamphetamine,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Central Nervous System Agents
atomoxetine,D07473,atomoxetine,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
atomoxetine hydrochloride,D02574,atomoxetine,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
clonidine,D00281,clonidine,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
clonidine hydrochloride,D00604,clonidine,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
dexmethylphenidate,D07806,dexmethylphenidate,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
dexmethylphenidate hydrochloride,D03721,dexmethylphenidate,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
guanfacine,D08031,guanfacine,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
guanfacine hydrochloride,D00606,guanfacine,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
methylphenidate,D04999,methylphenidate,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
methylphenidate hydrochloride,D01296,methylphenidate,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Central Nervous System Agents
duloxetine,D07880,duloxetine,Fibromyalgia Agents,Central Nervous System Agents
duloxetine hydrochloride,D01179,duloxetine,Fibromyalgia Agents,Central Nervous System Agents
milnacipran,D08222,milnacipran,Fibromyalgia Agents,Central Nervous System Agents
milnacipran hydrochloride,D01107,milnacipran,Fibromyalgia Agents,Central Nervous System Agents
pregabalin,D02716,pregabalin,Fibromyalgia Agents,Central Nervous System Agents
interferon beta-1a,D04554,interferon beta-1a,Multiple Sclerosis Agents,Central Nervous System Agents
interferon beta-1b,D00746,interferon beta-1b,Multiple Sclerosis Agents,Central Nervous System Agents
dalfampridine,D04127,dalfampridine,Multiple Sclerosis Agents,Central Nervous System Agents
teriflunomide,D10172,teriflunomide,Multiple Sclerosis Agents,Central Nervous System Agents
fingolimod hydrochloride,D04187,fingolimod,Multiple Sclerosis Agents,Central Nervous System Agents
dimethyl fumarate,D03846,dimethyl fumarate,Multiple Sclerosis Agents,Central Nervous System Agents
glatiramer acetate,D04318,glatiramer,Multiple Sclerosis Agents,Central Nervous System Agents
mitoxantrone,D08224,mitoxantrone,Multiple Sclerosis Agents,Central Nervous System Agents
mitoxantrone hydrochloride,D02166,mitoxantrone,Multiple Sclerosis Agents,Central Nervous System Agents
natalizumab,D06886,natalizumab,Multiple Sclerosis Agents,Central Nervous System Agents
gabapentin enacarbil,D09539,gabapentin enacarbil,"Central Nervous System, Other",Central Nervous System Agents
tetrabenazine,D08575,tetrabenazine,"Central Nervous System, Other",Central Nervous System Agents
riluzole,D00775,riluzole,"Central Nervous System, Other",Central Nervous System Agents
dextromethorphan hydrobromide and quinidine sulfate,D10208,dextromethorphan/quinidine,"Central Nervous System, Other",Central Nervous System Agents
atropine,D00113,atropine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
methylatropine nitrate,D01077,atropine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
atropine methylbromide,D03814,atropine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
atropine oxide hydrochloride,D03011,atropine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
atropine oxide,D07477,atropine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
atropine sulfate,D02069,atropine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
dicycloverine,D07820,dicyclomine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
dicyclomine hydrochloride,D00717,dicyclomine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
glycopyrrolate,D00540,glycopyrrolate,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
mepenzolate bromide,D00720,mepenzolate,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
methscopolamine bromide,D00715,methscopolamine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
scopolamine,D00138,scopolamine,"Antispasmodics, Gastrointestinal",Gastrointestinal Agents
